idx,t,px,py,pz,vx,vy,vz,ax,ay,az,yaw,mode,ledr,ledg,ledb
1468,73.4,-15.000000000000032,6.9993777755120785,-6.000000000000012,0.0,0.00943538287603296,0.0,0.0,-0.0702622693133037,0.0,0.0,70.0,255.0,255.0,255.0
1469,73.45,-15.000000000000032,6.999761237371742,-6.000000000000012,0.0,0.00619165550198808,0.0,0.0,-0.058921489960184203,0.0,0.0,70.0,255.0,255.0,255.0
1470,73.5,-15.000000000000032,6.999996941062277,-6.000000000000012,0.0,0.00354323388001454,0.0,0.0,-0.04672896069957133,0.0,0.0,70.0,255.0,255.0,255.0
1471,73.55,-15.000000000000032,7.000115560759744,-6.000000000000012,0.0,0.0015187594320309472,0.0,0.0,-0.03418492020044184,0.0,0.0,70.0,255.0,255.0,255.0
1472,73.60000000000001,-15.000000000000032,7.00014881700548,-6.000000000000012,0.0,0.00012474185997035647,0.0,0.0,-0.0219344463035398,0.0,0.0,70.0,255.0,255.0,255.0
1473,73.65,-15.000000000000032,7.000128034945741,-6.000000000000012,0.0,-0.0006746851983230329,0.0,0.0,-0.010925945766437906,0.0,0.0,70.0,255.0,255.0,255.0
1474,73.7,-15.000000000000032,7.000081348485648,-6.000000000000012,0.0,-0.0009678527166734341,0.0,0.0,-0.0021079970415449623,0.0,0.0,70.0,255.0,255.0,255.0
1475,73.75,-15.000000000000032,7.000031249674073,-6.000000000000012,0.0,-0.0008854849024775291,0.0,0.0,0.003806406271955609,0.0,0.0,70.0,255.0,255.0,255.0
1476,73.8,-15.000000000000032,6.9999927999954,-6.000000000000012,0.0,-0.0005872120894778732,0.0,0.0,0.006548448194809708,0.0,0.0,70.0,255.0,255.0,255.0
1477,73.85000000000001,-15.000000000000032,6.9999725284651255,-6.000000000000012,0.0,-0.00023064008299655825,0.0,0.0,0.006491714053513675,0.0,0.0,70.0,255.0,255.0,255.0
1478,73.9,-15.000000000000032,6.999969735987101,-6.000000000000012,0.0,6.195931587349435e-05,0.0,0.0,0.004495469628640336,0.0,0.0,70.0,255.0,255.0,255.0
1479,73.95,-15.000000000000032,6.999978724396713,-6.000000000000012,0.0,0.00021890687986747537,0.0,0.0,0.0017008907136073503,0.0,0.0,70.0,255.0,255.0,255.0
1480,74.0,-15.000000000000032,6.9999916266750875,-6.000000000000012,0.0,0.00023204838723422938,0.0,0.0,-0.0006156387470923619,0.0,0.0,70.0,255.0,255.0,255.0
1481,74.05,-15.000000000000032,7.000001929235436,-6.000000000000012,0.0,0.00015734300515823918,0.0,0.0,-0.0017024856324709958,0.0,0.0,70.0,255.0,255.0,255.0
1482,74.10000000000001,-15.000000000000032,7.000007360975603,-6.000000000000012,0.0,6.17998239871298e-05,0.0,0.0,-0.0017394495380962383,0.0,0.0,70.0,255.0,255.0,255.0
1483,74.15,-15.000000000000032,7.000008109217835,-6.000000000000012,0.0,-1.6601948651384646e-05,0.0,0.0,-0.0012045574566244,0.0,0.0,70.0,255.0,255.0,255.0
1484,74.2,-15.000000000000032,7.000005700780738,-6.000000000000012,0.0,-5.8655921675310196e-05,0.0,1.7763568394002505e-13,-0.0004557522932380209,0.0,0.0,70.0,255.0,255.0,255.0
1485,74.25,-15.000000000000032,7.0000022436256675,-6.000000000000012,1.7763568394002505e-14,-6.217717797518674e-05,0.0,1.7763568394002505e-13,0.00016495990493581303,0.0,0.0,70.0,255.0,255.0,255.0
1486,74.3,-15.00000000000003,6.999999483062941,-6.000000000000012,1.7763568394002505e-14,-4.2159931181728894e-05,0.0,-1.7763568394002505e-13,0.00045617965049871145,0.0,0.0,70.0,255.0,255.0,255.0
1487,74.35000000000001,-15.00000000000003,6.999998027632549,-6.000000000000012,0.0,-1.6559212925315592e-05,0.0,-1.7763568394002505e-13,0.00046608409922654914,0.0,0.0,70.0,255.0,255.0,255.0
1488,74.4,-15.00000000000003,6.999997827141648,-6.000000000000012,0.0,4.448478740926021e-06,0.0,-5.329070518200751e-13,0.0003227601977684458,0.0,0.0,70.0,255.0,255.0,255.0
1489,74.45,-15.00000000000003,6.999998472480423,-6.000000000000012,-5.3290705182007514e-14,1.5716806851528986e-05,0.0,-8.881784197001252e-13,0.00012211845881182626,0.0,0.0,70.0,255.0,255.0,255.0
1490,74.5,-15.000000000000036,6.999999398822333,-6.000000000000012,-8.881784197001252e-14,1.6660324622108647e-05,0.0,0.0,-4.420087336143297e-05,0.0,0.0,70.0,255.0,255.0,255.0
1491,74.55,-15.000000000000039,7.000000138512886,-6.000000000000012,-5.3290705182007514e-14,1.129671951538569e-05,0.0,8.881784197001252e-13,-0.0001222329687244894,0.0,0.0,70.0,255.0,255.0,255.0
1492,74.60000000000001,-15.00000000000004,7.000000528494285,-6.000000000000012,0.0,4.4370277496597055e-06,0.0,1.0658141036401503e-12,-0.00012488685809941558,0.0,0.0,70.0,255.0,255.0,255.0
1493,74.65,-15.000000000000039,7.000000582215661,-6.000000000000012,5.3290705182007514e-14,-1.1919662945558684e-06,0.0,1.5987211554602254e-12,-8.648333471583669e-05,0.0,0.0,70.0,255.0,255.0,255.0
1494,74.7,-15.000000000000036,7.000000409297655,-6.000000000000012,1.5987211554602254e-13,-4.2113057219239636e-06,0.0,2.3092638912203256e-12,-3.272154227573765e-05,0.0,0.0,70.0,255.0,255.0,255.0
1495,74.75,-15.000000000000023,7.000000161085088,-6.000000000000012,2.8421709430404007e-13,-4.464120522129633e-06,0.0,1.0658141036401503e-12,1.184358868755453e-05,0.0,0.0,70.0,255.0,255.0,255.0
1496,74.8,-15.000000000000007,6.999999962885603,-6.000000000000012,2.6645352591003757e-13,-3.0269468531685106e-06,0.0,-2.3092638912203256e-12,3.275222528742461e-05,0.0,0.0,70.0,255.0,255.0,255.0
1497,74.85000000000001,-14.999999999999996,6.999999858390403,-6.000000000000012,5.3290705182007514e-14,-1.1888979933871724e-06,0.0,-5.329070518200751e-12,3.346333254938827e-05,0.0,0.0,70.0,255.0,255.0,255.0
1498,74.9,-15.000000000000002,6.999999843995804,-6.000000000000012,-2.6645352591003757e-13,3.193864017703163e-07,0.0,-6.750155989720952e-12,2.317313949617983e-05,0.0,0.0,70.0,255.0,255.0,255.0
1499,74.95,-15.000000000000023,6.999999890329043,-6.000000000000012,-6.217248937900877e-13,1.1284159562308105e-06,0.0,-7.105427357601002e-12,8.767710824031383e-06,0.0,0.0,70.0,255.0,255.0,255.0
1500,75.0,-15.000000000000064,6.999999956837399,-6.000000000000012,-9.769962616701378e-13,1.1961574841734546e-06,0.0,-2.8421709430404007e-12,-3.1734797900639933e-06,0.0,0.0,70.0,255.0,255.0,255.0
1501,75.05,-15.00000000000012,7.000000009944792,-6.000000000000012,-9.059419880941277e-13,8.110679772244112e-07,0.0,7.283063041541027e-12,-8.775932247573337e-06,0.0,0.0,70.0,255.0,255.0,255.0
1502,75.10000000000001,-15.000000000000155,7.000000037944197,-6.000000000000012,-2.4868995751603507e-13,3.185642594161209e-07,0.0,1.8474111129762605e-11,-8.966473075133763e-06,0.0,0.0,70.0,255.0,255.0,255.0
1503,75.15,-15.000000000000146,7.000000041801218,-6.000000000000012,9.414691248821327e-13,-8.557933028896514e-08,0.0,2.6645352591003757e-11,-6.20922397942536e-06,0.0,0.0,70.0,255.0,255.0,255.0
1504,75.2,-15.00000000000006,7.000000029386264,-6.000000000000012,2.4158453015843406e-12,-3.0235813852641513e-07,0.0,2.5757174171303632e-11,-2.349301020387884e-06,0.0,0.0,70.0,255.0,255.0,255.0
1505,75.25,-14.999999999999904,7.000000011565404,-6.000000000000012,3.517186542012496e-12,-3.2050943232775353e-07,0.0,9.237055564881302e-12,8.503312720620215e-07,0.0,0.0,70.0,255.0,255.0,255.0
1506,75.3,-14.999999999999709,6.999999997335321,-6.000000000000012,3.339550858072471e-12,-2.1732501132021298e-07,0.0,-2.5579538487363607e-11,2.351503880504424e-06,0.0,0.0,70.0,255.0,255.0,255.0
1507,75.35000000000001,-14.99999999999957,6.999999989832903,-6.000000000000012,9.592326932761353e-13,-8.535904427731111e-08,0.0,-6.856737400084967e-11,2.4025591294218884e-06,0.0,0.0,70.0,255.0,255.0,255.0
1508,75.4,-14.999999999999613,6.999999988799416,-6.000000000000012,-3.517186542012496e-12,2.2930901621975863e-08,0.0,-9.912071163853398e-11,1.6637566879751375e-06,0.0,0.0,70.0,255.0,255.0,255.0
1509,75.45,-14.999999999999922,6.999999992125993,-6.000000000000012,-8.952838470577262e-12,8.101662452020264e-08,0.0,-9.698908343125368e-11,6.294935239736787e-07,0.0,0.0,70.0,255.0,255.0,255.0
1510,75.5,-15.000000000000508,6.999999996901079,-6.000000000000012,-1.3216094885137863e-11,8.588025401934374e-08,0.0,-3.481659405224491e-11,-2.2784574227330268e-07,0.0,0.0,70.0,255.0,255.0,255.0
1511,75.55,-15.000000000001243,7.000000000714018,-6.000000000000012,-1.2434497875801753e-11,5.823205029287237e-08,0.0,9.71667191151937e-11,-6.300837185335695e-07,0.0,0.0,70.0,255.0,255.0,255.0
1512,75.60000000000001,-15.000000000001751,7.000000002724284,-6.000000000000012,-3.4994229736184934e-12,2.287188216598679e-08,0.0,2.55440113505756e-10,-6.437636201894748e-07,0.0,0.0,70.0,255.0,255.0,255.0
1513,75.65,-15.000000000001593,7.000000003001206,-6.000000000000012,1.3109513474773848e-11,-6.144311726075102e-09,0.0,3.6912695122737205e-10,-4.4580223956813825e-07,0.0,0.0,70.0,255.0,255.0,255.0
1514,75.7,-15.00000000000044,7.000000002109853,-6.000000000000012,3.341327214911871e-11,-2.1708341790827035e-08,0.0,3.61666252501891e-10,-1.6867227614625335e-07,0.0,0.0,70.0,255.0,255.0,255.0
1515,75.75,-14.999999999998252,7.000000000830372,-6.000000000000012,4.927613872496295e-11,-2.3011539340700438e-08,0.0,1.305622276959184e-10,6.105107530629539e-08,0.0,0.0,70.0,255.0,255.0,255.0
1516,75.8,-14.999999999995513,6.999999999808699,-6.000000000000012,4.646949491871055e-11,-1.5603234260197496e-08,0.0,-3.6131098113401094e-10,1.6883037190495997e-07,0.0,0.0,70.0,255.0,255.0,255.0
